Lux,		 day 0,		 day 1,		 day 2,		 day 3,		 day 4,		 day 5,		 day 6,		 day 7,		 day 8,		 day 9,		 day 10,		 day 11,		 day 12,		 day 13,		 day 14,		 day 15,		 day 16,		 day 17,		
 1.00,		  5110,		  5060,		  5300,		  4810,		  4930,		  4980,		  4700,		  4950,		  4270,		  3970,		  3830,		  3800,		  3590,		  3620,		  3500,		  3620,		  3520,		  3510
 2.00,		  5340,		  5400,		  5480,		  5110,		  5270,		  5210,		  5020,		  5080,		  4680,		  4140,		  4010,		  3970,		  3780,		  3880,		  3950,		  3950,		  3750,		  3720
 3.00,		  5480,		  5570,		  5690,		  5260,		  5560,		  5290,		  5190,		  5200,		  4870,		  4270,		  4130,		  4100,		  3910,		  4040,		  4120,		  4080,		  3890,		  3870
 4.00,		  5560,		  5640,		  5820,		  5350,		  5670,		  5330,		  5280,		  5280,		  4960,		  4340,		  4210,		  4170,		  3980,		  4130,		  4230,		  4180,		  3970,		  3950
 5.00,		  5630,		  5700,		  5890,		  5420,		  5720,		  5410,		  5360,		  5340,		  5050,		  4410,		  4280,		  4240,		  4060,		  4210,		  4300,		  4260,		  4040,		  4030
 6.00,		  5680,		  5730,		  5930,		  5470,		  5750,		  5500,		  5400,		  5390,		  5110,		  4460,		  4330,		  4290,		  4100,		  4260,		  4360,		  4340,		  4090,		  4080
 7.00,		  5730,		  5760,		  5980,		  5520,		  5810,		  5530,		  5460,		  5440,		  5160,		  4510,		  4370,		  4340,		  4150,		  4320,		  4420,		  4450,		  4150,		  4130
 8.00,		  5760,		  5780,		  6010,		  5550,		  6090,		  5550,		  5510,		  5470,		  5200,		  4540,		  4410,		  4380,		  4190,		  4350,		  4480,		  4570,		  4180,		  4170
 9.00,		  5810,		  5810,		  6060,		  5590,		  6150,		  5600,		  5560,		  5510,		  5240,		  4590,		  4450,		  4430,		  4240,		  4390,		  4530,		  4600,		  4220,		  4210
10.00,		  5840,		  5840,		  6100,		  5610,		  6190,		  5630,		  5610,		  5570,		  5280,		  4610,		  4470,		  4450,		  4270,		  4440,		  4570,		  4650,		  4260,		  4240
11.00,		  5860,		  5870,		  6180,		  5660,		  6220,		  5720,		  5650,		  5600,		  5310,		  4640,		  4500,		  4470,		  4300,		  4470,		  4610,		  4680,		  4290,		  4280
12.00,		  5890,		  5890,		  6200,		  5680,		  6300,		  5750,		  5670,		  5620,		  5340,		  4660,		  4530,		  4500,		  4320,		  4490,		  4650,		  4690,		  4320,		  4310
13.00,		  5910,		  5910,		  6220,		  5700,		  6340,		  5780,		  5690,		  5650,		  5360,		  4680,		  4560,		  4520,		  4340,		  4520,		  4670,		  4710,		  4340,		  4330
14.00,		  5930,		  5950,		  6240,		  5730,		  6440,		  5800,		  5720,		  5680,		  5400,		  4710,		  4580,		  4550,		  4370,		  4540,		  4700,		  4790,		  4370,		  4350
15.00,		  5950,		  5970,		  6260,		  5750,		  6650,		  5810,		  5840,		  5710,		  5420,		  4730,		  4600,		  4570,		  4380,		  4560,		  4720,		  4840,		  4390,		  4380
16.00,		  5970,		  5990,		  6290,		  5770,		  6710,		  5860,		  5880,		  5730,		  5450,		  4750,		  4620,		  4590,		  4400,		  4580,		  4740,		  4890,		  4410,		  4400
17.00,		  5980,		  6010,		  6450,		  5790,		  6850,		  5870,		  5900,		  5760,		  5470,		  4760,		  4640,		  4600,		  4430,		  4610,		  4770,		  4900,		  4430,		  4410
18.00,		  6010,		  6040,		  6470,		  5810,		  6870,		  5880,		  5910,		  5810,		  5500,		  4780,		  4660,		  4630,		  4450,		  4620,		  4770,		  4900,		  4450,		  4430
19.00,		  6020,		  6050,		  6480,		  5820,		  6880,		  5890,		  5930,		  5860,		  5520,		  4790,		  4670,		  4640,		  4460,		  4640,		  4810,		  4920,		  4470,		  4450
20.00,		  6030,		  6060,		  6500,		  5840,		  6900,		  5910,		  5980,		  5940,		  5540,		  4810,		  4700,		  4660,		  4480,		  4650,		  4820,		  4920,		  4480,		  4470
21.00,		  6050,		  6080,		  6530,		  5850,		  6910,		  5920,		  5990,		  5980,		  5550,		  4820,		  4710,		  4670,		  4500,		  4670,		  4830,		  4930,		  4500,		  4490
22.00,		  6060,		  6090,		  6550,		  5860,		  6930,		  5940,		  5990,		  6010,		  5570,		  4840,		  4720,		  4690,		  4510,		  4680,		  4860,		  4950,		  4510,		  4500
23.00,		  6080,		  6110,		  6560,		  5880,		  6940,		  5960,		  6000,		  6020,		  5580,		  4850,		  4730,		  4700,		  4520,		  4700,		  4870,		  4970,		  4530,		  4510
24.00,		  6090,		  6120,		  6570,		  5890,		  6950,		  5970,		  6010,		  6040,		  5590,		  4860,		  4750,		  4710,		  4540,		  4710,		  4890,		  4980,		  4540,		  4520
25.00,		  6100,		  6130,		  6590,		  5900,		  6960,		  5980,		  6020,		  6060,		  5610,		  4880,		  4760,		  4730,		  4550,		  4720,		  4900,		  5000,		  4550,		  4540
26.00,		  6120,		  6140,		  6600,		  5910,		  6970,		  6010,		  6030,		  6070,		  5620,		  4890,		  4770,		  4740,		  4560,		  4730,		  4910,		  5010,		  4560,		  4550
27.00,		  6130,		  6150,		  6620,		  5920,		  6990,		  6010,		  6060,		  6080,		  5640,		  4900,		  4790,		  4760,		  4580,		  4750,		  4920,		  5040,		  4580,		  4560
28.00,		  6140,		  6150,		  6630,		  5930,		  7000,		  6020,		  6070,		  6100,		  5650,		  4910,		  4800,		  4770,		  4590,		  4750,		  4940,		  5070,		  4590,		  4580
29.00,		  6150,		  6160,		  6640,		  5950,		  7020,		  6030,		  6090,		  6110,		  5670,		  4920,		  4810,		  4780,		  4590,		  4770,		  4940,		  5240,		  4600,		  4590
30.00,		  6160,		  6170,		  6650,		  5960,		  7030,		  6040,		  6140,		  6130,		  5680,		  4930,		  4820,		  4790,		  4610,		  4780,		  4950,		  5240,		  4610,		  4600
31.00,		  6170,		  6180,		  6660,		  5960,		  7170,		  6050,		  6140,		  6150,		  5690,		  4940,		  4830,		  4800,		  4620,		  4790,		  4960,		  5250,		  4620,		  4610
32.00,		  6180,		  6190,		  6660,		  5970,		  7190,		  6050,		  6150,		  6180,		  5700,		  4950,		  4840,		  4810,		  4630,		  4790,		  4970,		  5260,		  4630,		  4620
33.00,		  6190,		  6190,		  6670,		  5980,		  7200,		  6070,		  6160,		  6200,		  5720,		  4960,		  4850,		  4820,		  4640,		  4800,		  4970,		  5270,		  4640,		  4630
34.00,		  6200,		  6210,		  6680,		  5990,		  7210,		  6070,		  6160,		  6220,		  5730,		  4970,		  4860,		  4830,		  4650,		  4810,		  4980,		  5270,		  4650,		  4640
35.00,		  6210,		  6210,		  6690,		  6000,		  7220,		  6080,		  6170,		  6230,		  5730,		  4980,		  4870,		  4840,		  4660,		  4820,		  4990,		  5280,		  4660,		  4650
36.00,		  6220,		  6220,		  6690,		  6010,		  7240,		  6100,		  6180,		  6250,		  5740,		  4990,		  4880,		  4850,		  4670,		  4830,		  5000,		  5290,		  4670,		  4660
37.00,		  6230,		  6230,		  6700,		  6010,		  7240,		  6100,		  6190,		  6260,		  5760,		  5000,		  4880,		  4860,		  4680,		  4840,		  5010,		  5300,		  4680,		  4670
38.00,		  6240,		  6230,		  6700,		  6030,		  7250,		  6150,		  6220,		  6280,		  5760,		  5010,		  4890,		  4870,		  4680,		  4850,		  5020,		  5320,		  4690,		  4680
39.00,		  6240,		  6240,		  6710,		  6030,		  7250,		  6160,		  6230,		  6290,		  5770,		  5020,		  4900,		  4870,		  4690,		  4860,		  5020,		  5320,		  4700,		  4690
40.00,		  6250,		  6250,		  6720,		  6040,		  7260,		  6160,		  6250,		  6300,		  5780,		  5020,		  4910,		  4880,		  4700,		  4860,		  5030,		  5330,		  4710,		  4700
41.00,		  6260,		  6260,		  6730,		  6050,		  7270,		  6170,		  6260,		  6300,		  5790,		  5030,		  4920,		  4890,		  4710,		  4870,		  5030,		  5330,		  4720,		  4710
42.00,		  6270,		  6260,		  6730,		  6060,		  7270,		  6190,		  6270,		  6320,		  5800,		  5040,		  4920,		  4900,		  4710,		  4880,		  5040,		  5340,		  4730,		  4720
43.00,		  6280,		  6270,		  6740,		  6070,		  7290,		  6200,		  6280,		  6330,		  5810,		  5050,		  4930,		  4910,		  4730,		  4880,		  5040,		  5340,		  4730,		  4720
44.00,		  6280,		  6280,		  6750,		  6080,		  7290,		  6210,		  6290,		  6340,		  5820,		  5050,		  4940,		  4910,		  4730,		  4890,		  5050,		  5350,		  4740,		  4730
45.00,		  6290,		  6280,		  6770,		  6090,		  7300,		  6250,		  6310,		  6350,		  5820,		  5060,		  4950,		  4920,		  4740,		  4900,		  5060,		  5360,		  4750,		  4740
46.00,		  6300,		  6290,		  6770,		  6100,		  7310,		  6260,		  6320,		  6350,		  5830,		  5070,		  4950,		  4930,		  4750,		  4900,		  5070,		  5400,		  4760,		  4750
47.00,		  6300,		  6300,		  6790,		  6110,		  7320,		  6270,		  6330,		  6370,		  5840,		  5070,		  4960,		  4940,		  4750,		  4910,		  5080,		  5400,		  4760,		  4760
48.00,		  6310,		  6300,		  6800,		  6120,		  7320,		  6290,		  6330,		  6380,		  5850,		  5080,		  4970,		  4950,		  4760,		  4920,		  5080,		  5410,		  4770,		  4760
49.00,		  6320,		  6310,		  6820,		  6120,		  7330,		  6300,		  6340,		  6390,		  5860,		  5090,		  4970,		  4950,		  4770,		  4920,		  5090,		  5410,		  4780,		  4770
50.00,		  6330,		  6320,		  6820,		  6130,		  7340,		  6310,		  6340,		  6390,		  5870,		  5100,		  4980,		  4960,		  4770,		  4930,		  5100,		  5420,		  4790,		  4780
51.00,		  6330,		  6320,		  6830,		  6140,		  7340,		  6400,		  6350,		  6400,		  5870,		  5100,		  4980,		  4970,		  4780,		  4930,		  5110,		  5420,		  4790,		  4780
52.00,		  6340,		  6330,		  6840,		  6150,		  7350,		  6400,		  6350,		  6410,		  5880,		  5110,		  5000,		  4980,		  4790,		  4940,		  5120,		  5420,		  4800,		  4790
53.00,		  6340,		  6330,		  6850,		  6160,		  7350,		  6410,		  6360,		  6420,		  5890,		  5110,		  5000,		  4980,		  4790,		  4950,		  5130,		  5420,		  4800,		  4800
54.00,		  6350,		  6340,		  6850,		  6160,		  7360,		  6420,		  6360,		  6430,		  5900,		  5120,		  5010,		  4990,		  4800,		  4950,		  5130,		  5420,		  4810,		  4810
55.00,		  6360,		  6350,		  6860,		  6170,		  7360,		  6430,		  6370,		  6440,		  5910,		  5130,		  5010,		  4990,		  4810,		  4960,		  5140,		  5430,		  4820,		  4810
56.00,		  6360,		  6350,		  6860,		  6180,		  7370,		  6580,		  6370,		  6450,		  5910,		  5130,		  5020,		  5000,		  4810,		  4960,		  5150,		  5430,		  4830,		  4820
57.00,		  6370,		  6360,		  6870,		  6190,		  7380,		  6590,		  6370,		  6470,		  5920,		  5140,		  5030,		  5010,		  4810,		  4970,		  5160,		  5430,		  4830,		  4820
58.00,		  6380,		  6370,		  6870,		  6190,		  7380,		  6590,		  6380,		  6480,		  5930,		  5140,		  5030,		  5010,		  4820,		  4970,		  5160,		  5430,		  4840,		  4830
59.00,		  6380,		  6380,		  6880,		  6200,		  7390,		  6600,		  6380,		  6490,		  5940,		  5150,		  5040,		  5020,		  4830,		  4980,		  5170,		  5430,		  4850,		  4840
60.00,		  6390,		  6380,		  6880,		  6210,		  7390,		  6600,		  6380,		  6500,		  5950,		  5160,		  5050,		  5020,		  4840,		  4980,		  5180,		  5440,		  4850,		  4840
61.00,		  6390,		  6390,		  6890,		  6210,		  7400,		  6610,		  6390,		  6510,		  5960,		  5160,		  5050,		  5030,		  4840,		  4990,		  5180,		  5440,		  4860,		  4850
62.00,		  6400,		  6400,		  6900,		  6220,		  7410,		  6610,		  6390,		  6510,		  5960,		  5170,		  5060,		  5030,		  4850,		  4990,		  5190,		  5440,		  4860,		  4860
63.00,		  6400,		  6600,		  6900,		  6230,		  7410,		  6620,		  6390,		  6530,		  5970,		  5170,		  5060,		  5040,		  4850,		  5000,		  5190,		  5440,		  4870,		  4860
64.00,		  6410,		  6610,		  6910,		  6230,		  7420,		  6620,		  6400,		  6540,		  5980,		  5180,		  5070,		  5050,		  4860,		  5000,		  5200,		  5440,		  4870,		  4870
65.00,		  6410,		  6610,		  6910,		  6240,		  7420,		  6620,		  6400,		  6550,		  5980,		  5180,		  5070,		  5050,		  4860,		  5010,		  5210,		  5450,		  4880,		  4880
66.00,		  6420,		  6620,		  6920,		  6250,		  7430,		  6620,		  6400,		  6560,		  5990,		  5190,		  5080,		  5060,		  4870,		  5020,		  5210,		  5450,		  4880,		  4880
67.00,		  6420,		  6620,		  6930,		  6250,		  7440,		  6620,		  6410,		  6580,		  6000,		  5190,		  5080,		  5070,		  4870,		  5020,		  5220,		  5450,		  4890,		  4880
68.00,		  6430,		  6630,		  6930,		  6260,		  7450,		  6630,		  6410,		  6590,		  6010,		  5200,		  5090,		  5070,		  4880,		  5020,		  5220,		  5460,		  4900,		  4890
69.00,		  6430,		  6630,		  6940,		  6270,		  7450,		  6630,		  6410,		  6610,		  6010,		  5200,		  5090,		  5080,		  4880,		  5030,		  5230,		  5460,		  4900,		  4900
70.00,		  6440,		  6630,		  6950,		  6270,		  7460,		  6630,		  6410,		  6620,		  6010,		  5210,		  5090,		  5080,		  4890,		  5030,		  5240,		  5460,		  4900,		  4900
71.00,		  6450,		  6630,		  6950,		  6280,		  7460,		  6630,		  6420,		  6640,		  6020,		  5210,		  5100,		  5090,		  4890,		  5040,		  5240,		  5460,		  4910,		  4900
72.00,		  6450,		  6640,		  6960,		  6280,		  7470,		  6630,		  6420,		  6690,		  6030,		  5220,		  5100,		  5090,		  4900,		  5040,		  5250,		  5460,		  4920,		  4910
73.00,		  6460,		  6640,		  6970,		  6290,		  7470,		  6640,		  6430,		  6700,		  6040,		  5220,		  5110,		  5100,		  4900,		  5050,		  5250,		  5460,		  4920,		  4920
74.00,		  6460,		  6640,		  6970,		  6290,		  7470,		  6730,		  6460,		  6710,		  6040,		  5230,		  5110,		  5100,		  4910,		  5050,		  5260,		  5470,		  4920,		  4920
75.00,		  6460,		  6650,		  6980,		  6300,		  7480,		  6730,		  6470,		  6720,		  6050,		  5230,		  5120,		  5110,		  4910,		  5060,		  5260,		  5470,		  4930,		  4920
76.00,		  6470,		  6650,		  6980,		  6300,		  7480,		  6760,		  6480,		  6730,		  6050,		  5240,		  5120,		  5110,		  4910,		  5060,		  5270,		  5470,		  4930,		  4930
77.00,		  6470,		  6650,		  6990,		  6310,		  7480,		  6760,		  6480,		  6730,		  6060,		  5240,		  5130,		  5120,		  4920,		  5070,		  5280,		  5470,		  4940,		  4940
78.00,		  6480,		  6650,		  6990,		  6320,		  7490,		  6760,		  6490,		  6740,		  6060,		  5250,		  5130,		  5120,		  4930,		  5070,		  5280,		  5470,		  4940,		  4940
79.00,		  6480,		  6660,		  7000,		  6320,		  7490,		  6770,		  6490,		  6750,		  6070,		  5250,		  5140,		  5130,		  4930,		  5070,		  5300,		  5470,		  4950,		  4950
80.00,		  6480,		  6660,		  7000,		  6330,		  7500,		  6770,		  6500,		  6760,		  6070,		  5250,		  5140,		  5130,		  4930,		  5080,		  5340,		  5470,		  4950,		  4950
81.00,		  6490,		  6660,		  7010,		  6340,		  7500,		  6770,		  6500,		  6770,		  6090,		  5260,		  5150,		  5140,		  4940,		  5080,		  5340,		  5480,		  4960,		  4960
82.00,		  6500,		  6670,		  7010,		  6340,		  7500,		  6780,		  6500,		  6790,		  6090,		  5270,		  5150,		  5140,		  4940,		  5090,		  5350,		  5480,		  4960,		  4960
83.00,		  6500,		  6670,		  7010,		  6350,		  7510,		  6780,		  6500,		  6810,		  6090,		  5270,		  5160,		  5150,		  4950,		  5090,		  5350,		  5480,		  4970,		  4970
84.00,		  6510,		  6670,		  7020,		  6350,		  7510,		  6780,		  6510,		  6820,		  6100,		  5270,		  5170,		  5150,		  4950,		  5090,		  5350,		  5480,		  4970,		  4970
85.00,		  6510,		  6670,		  7020,		  6360,		  7510,		  6790,		  6510,		  6840,		  6100,		  5280,		  5170,		  5160,		  4950,		  5100,		  5360,		  5480,		  4980,		  4980
86.00,		  6510,		  6680,		  7020,		  6360,		  7520,		  6790,		  6510,		  6850,		  6110,		  5280,		  5170,		  5160,		  4960,		  5100,		  5360,		  5490,		  4980,		  4980
87.00,		  6520,		  6680,		  7020,		  6370,		  7520,		  6800,		  6510,		  6860,		  6110,		  5280,		  5180,		  5170,		  4960,		  5110,		  5360,		  5490,		  4980,		  4990
88.00,		  6520,		  6680,		  7020,		  6380,		  7530,		  6800,		  6520,		  6880,		  6120,		  5290,		  5180,		  5170,		  4970,		  5110,		  5370,		  5490,		  4990,		  4990
89.00,		  6530,		  6680,		  7030,		  6380,		  7530,		  6840,		  6520,		  6900,		  6120,		  5290,		  5190,		  5170,		  4970,		  5110,		  5370,		  5490,		  5000,		  4990
90.00,		  6530,		  6690,		  7040,		  6390,		  7530,		  6840,		  6520,		  6920,		  6130,		  5300,		  5190,		  5180,		  4970,		  5120,		  5380,		  5490,		  5000,		  5000
91.00,		  6540,		  6690,		  7040,		  6390,		  7530,		  6860,		  6520,		  6930,		  6140,		  5300,		  5190,		  5180,		  4980,		  5120,		  5380,		  5500,		  5000,		  5000
92.00,		  6540,		  6690,		  7040,		  6400,		  7540,		  6860,		  6520,		  6940,		  6140,		  5310,		  5200,		  5190,		  4980,		  5130,		  5380,		  5500,		  5010,		  5010
93.00,		  6540,		  6690,		  7040,		  6400,		  7540,		  6870,		  6520,		  6950,		  6150,		  5310,		  5200,		  5190,		  4990,		  5130,		  5390,		  5500,		  5010,		  5010
94.00,		  6550,		  6700,		  7050,		  6410,		  7540,		  6870,		  6530,		  6960,		  6150,		  5310,		  5210,		  5200,		  4990,		  5130,		  5390,		  5510,		  5010,		  5020
95.00,		  6550,		  6700,		  7050,		  6410,		  7550,		  6870,		  6530,		  6970,		  6160,		  5320,		  5210,		  5200,		  4990,		  5140,		  5390,		  5520,		  5030,		  5020
96.00,		  6560,		  6700,		  7050,		  6410,		  7550,		  6880,		  6530,		  6970,		  6160,		  5320,		  5220,		  5210,		  5000,		  5140,		  5400,		  5550,		  5030,		  5030
97.00,		  6560,		  6710,		  7060,		  6420,		  7550,		  6900,		  6530,		  6980,		  6160,		  5320,		  5220,		  5210,		  5000,		  5150,		  5410,		  5560,		  5030,		  5030
98.00,		  6570,		  6710,		  7060,		  6430,		  7560,		  6900,		  6530,		  6980,		  6170,		  5330,		  5220,		  5210,		  5000,		  5150,		  5420,		  5560,		  5040,		  5040
99.00,		  6570,		  6710,		  7060,		  6430,		  7560,		  6910,		  6530,		  6990,		  6180,		  5330,		  5220,		  5220,		  5010,		  5160,		  5420,		  5570,		  5040,		  5040
